company_name,category,address,phone
ideal railings,railroad service companies,"canada, ca, ontario, concord, l4k 1l3",+19 052-069-6740
ideal services,other engineering services | property management,"canada, ca, alberta, calgary, t2c 2p7",+14 032-431-1200
ideal tile and terrazzo,marble | granite & stone products | cabinet makers | kitchen furniture & equipment,"canada, ca, alberta, edmonton, t5s 2b1, t5s 2a4",+17 804-474-7770
identity laboratories,dental laboratory | cosmetic dentists | dentists & dental clinics,"canada, ca, ontario, pickering, l1v 1c3","+19 058-398-282, +19 058-395-619"
idepot flooring,building material manufacturers | carpets | flooring contractors,"canada, ca, ontario, scarborough, toronto, m1p 2l6",+14 167-504-4400
idolem hot yoga chaud,yoga studios,"canada, ca, quebec, saint-eustache, longueuil, blainville, j4k 0b9","+14 388-899-642, +15 148-946-0480"
idream interactive,software development services,"canada, ca, us, ontario, windsor, n8x 3t5",+18 007-324-4120
idv,computer repair & service | computer stores,"france, fr, nouvelle-aquitaine, assat, 64510",+33 547-923-130
iess,auto services | community center,"ecuador, philippines, , calabarzon, provincia de sucumbios, nueva loja, anos, ",+59 323-945-666
if arquitectos,architects & architectural services,"spain, es, catalonia, mataro, 08301",+34 937-909-891
ifast parties,djs & event entertainers | party rentals,"canada, ca, ontario, london, n6n 1g5",+15 194-719-0000
ifc roofing,general contractors | roofing contractors,"united states, us, texas, colleyville, 76034","+18 173-911-441, +18 177-066-0700"
iff,cosmetic manufacturing,"united states, us, new york, pennsylvania, philadelphia, new york, 10019","+12 127-655-5000, +12 127-087-164"
ifind thunder bay,real estate - agents & managers,"canada, ca, ontario, thunder bay, ",+18 076-295-0950
ifuture academy,community center | adult education schools | tutoring & courses | learning,"canada, ca, ontario, burlington, l7m 0m9, l7m 0z4",+12 893-139-900
ig vital health,psychologists & counseling services,"canada, ca, ontario, north york, toronto, m3j 3k6",+14 165-206-9100
igl financial solutions,business consulting | insurance -  agents | investment consultants & financial advisors,"canada, ca, british columbia, abbotsford, v4x 2m9","+18 888-182-942, +16 046-077-3530"
ignite behaviour consulting,special needs education | adult education schools,"canada, ca, ontario, thunder bay, p7c 3v4, p7c 5x9","+18 076-330-201, +18 072-859-490"
ignite danceworks,dance schools | dance studios & schools,"canada, ca, saskatchewan, saskatoon, s7k 6v4",+13 062-444-4000
ignite digital,web development agencies | digital & marketing agencies | social media agencies | video and audio production,"canada, ca, us, ontario, mississauga, l5n 6j2","+19 053-996-6260, +18 008-316-998"
ignite group of brands,restaurants | bakeries & desserts,"canada, , british columbia, likely, ",
ignite nutrition,vitamins & supplements,"canada, united states, ca, us, nebraska, alberta, seward, calgary, t2h 0g3","+14 026-468-270, +14 038-082-3480"
iguana beads,watches & jewelry stores | hobby shops,"canada, ca, ontario, cambridge, n3h 3n9",+15 196-532-2000
ihealth and beauty,clinics - surgeons & physicians | massage therapists | acupuncture clinic,"canada, ca, alberta, edmonton, t5h 2n8",+17 802-502-888
ihlas kuzuluk termal otel,hotels,"turkey, tr, sakarya, kuzuluk, akyazi, 54400",+90 264-421-0020
iimprint,promotional merchandising,"canada, ca, ontario, concord, l4k 1s1",+19 057-390-9030
iinet,tech companies | cable & internet providers | aircraft parts & services | telecommunications,"australia, , western australia, subiaco, 6008",
ijmond werkt,employment agencies & hr consulting | social services & ngos,"netherlands, nl, north holland, beverwijk, ",+31 251-279-000
ikon complete,business consulting | employment agencies & hr consulting | recruitment & job listing services,"canada, ca, ontario, north york, stratford, ",+14 163-909-0500
ikon salon,business consulting | hair salons | beauty salons,"canada, ca, ontario, toronto, m4p 2c6",+14 165-512-2400
il convento,adult education schools | community center | kitchen furniture & equipment,"canada, ca, ontario, burlington, ",+14 167-608-6680
ilab,software development services,"brazil, united states, us, indiana, rio de janeiro, indianapolis, rio de janeiro, 46204, 46240 46204",+13 172-183-2580
ilevel contracting,construction services | general contractors | kitchen furniture & equipment,"canada, ca, ontario, brampton, l6y 3k2",+16 475-049-1170
illbury  goose,fashion designers | clothing stores | packing & crating,"canada, ca, ontario, london, n5w 3y2",+15 196-010-8840
illiana christian high school,high schools | other schools,"united states, us, indiana, dyer, 46311",+12 195-587-0660
illinois department of revenue,legislative & government institutions | executive,"united states, us, illinois, springfield, 62702","+18 007-328-8660, +12 177-823-336"
illinois institute of technology,colleges & universities | social services & ngos,"united states, us, illinois, chicago, 60616",+13 125-673-0000
illinois medical district,legislative & government institutions | executive,"united states, us, illinois, chicago, 60612",+13 127-385-8000
illinois state board of elections,legislative & government institutions | auto services | executive,"united states, us, illinois, chicago, springfield, 62704",+12 177-824-1410
illinois state university,colleges & universities,"united states, us, illinois, normal, 61761, 61790","+13 094-388-985, +13 094-382-1110"
illumina,pharmaceutical products | business consulting | other engineering services | plumbing | heating & air conditioning | regenerative clinics,"united states, us, wisconsin, california, foster city, san diego, madison, hayward, 92122, 53719, 94545","+16 082-583-080, +18 582-024-5000, +18 588-826-822, +16 503-769-000, +15 106-709-300"
illuminate skin therapies,beauty salons | hair removal service | spa & wellness centers | plastic surgery clinics,"canada, ca, alberta, calgary, t2r 1b9",+15 878-997-5460
illusion interiors,construction services | home builders & renovation contractors | drywall & insulation contractors,"canada, ca, alberta, edmonton, t6e 1g7",+18 257-775-5440
illusion school of dance,dance studios & schools | sporting & recreational camps | sports medicine & physical therapy,"canada, ca, alberta, lacombe, t4l 1j7",+14 035-969-2400
ils amberg,ambulances & rescue squads,"germany, de, bavaria, amberg, 92224",+49 962-149-3240
im here homecare,home health care,"united states, ca, montana, jordan, ","+18 559-594-373, +12 895-220-7600"
image construction,construction services,"canada, ca, ontario, niagara falls, l2h 0a3","+12 892-414-330, +19 059-642-0650"
image dental laboratory,dentists & dental clinics,"canada, ca, ontario, barrie, l4m 7g1",+17 057-266-3010
image folie,commercial printing | sporting goods store,"canada, ca, quebec, longueuil, j4g 1r9","+18 882-874-4780, +14 509-284-706"
image gear,video and audio production | photographers & photographic studios | malls & shopping center,"canada, ca, ontario, toronto, m6h 3x3","+14 169-237-4320, +18 443-541-700"
image home improvements,pools & jacuzzi services,"canada, ca, ontario, burlington, l7p 0e8",+19 053-354-1330
image monitoring,clinics - surgeons & physicians | medical supply manufacturers | medical supply retailers,"canada, ca, ontario, mississauga, l5l 5s7","+18 002-680-759, +19 056-074-1160"
image stucco design,construction services | home builders & renovation contractors,"canada, ca, ontario, hamilton, l9c 6t5",+19 059-780-8820
image urbaine,home builders & renovation contractors | landscaping & lawn services,"canada, ca, quebec, pierrefonds, laval, ",+15 145-544-5060
images of color screen printing,commercial printing | clothing stores | business consulting,"canada, ca, alberta, edmonton, t6e 6b4","+17 804-131-5050, +18 664-131-505"
images salon,beauty salons | hair salons,"canada, united states, france, ca, us, ca, tennessee, ontario, bourgogne-franche-comte, white house, toronto, scarborough, mary, m1b 0b6, 37188","+16 156-720-989, +14 162-820-8810"
imagic glass,,"canada, netherlands, ca, ontario, provincie overijssel, enter, concord, vaughan, l4k 0j1","+19 056-953-1040, +18 884-846-244"
imaginarium for kids,preschools & kindergartens,"canada, ca, ontario, richmond hill, l4e 2t2",+19 057-733-0770
imagination group,promotional merchandising | malls & shopping center,"canada, ca, us, alberta, calgary, t2g 4w6",+18 776-402-090
imagination renovations,industrial machinery & supplies | construction services | kitchen furniture & equipment,"canada, ca, ontario, newmarket, l3y 5b9",+19 059-557-3660
imagine,architects & architectural services | home builders & renovation contractors,"canada, united kingdom, ca, gb, ontario, england, holmfirth, drayton, , hd9 7bb","+44 148-468-5955, +15 195-914-399"
imagine canada,social services & ngos | security guards & patrol services,"canada, ca, ontario, toronto, m4t 2y3",+14 165-972-293
imagine crystal,salvage merchandise & thrift store | gift shops | toys & games stores | awards & trophies & plaques,", ca, , , ",+15 144-755-3500
imagine d workshop,travel agencies,"canada, ca, alberta, edmonton, t6e 5e8",+17 804-667-1130
imagine immigration and consulting services,,"canada, ca, saskatchewan, swift current, ",+13 067-784-0410
imagine landscaping,landscaping & lawn services,"canada, ca, ontario, everett, ",+17 054-347-0950
imagine nation theatre,theatres & theatrical services,"canada, ca, ontario, bowmanville, l1c 2w2","+17 059-448-5190, +19 054-190-877"
imagine plumbing and appliance,heating & air conditioning | general contractors | plumbing services,"canada, ca, alberta, calgary, t2e 5s4",+14 036-631-7900
imagine schools,industrial machinery & supplies | community center | elementary schools,"united states, us, virginia, vienna, 43204",+17 035-272-600
imaging canvas,,"india, , odisha, bhubaneswar, ",
imaginis business development,business consulting,"canada, ca, ontario, toronto, m5a1k8, m5a 1l9",+14 167-038-883
imagis,tech companies | aircraft parts & services | software development services,"canada, ca, ontario, mississauga, l5b 3c2",+16 479-489-594
imago structures,fabric-based home goods | other engineering services,"canada, ca, quebec, quebec, ","+18 444-246-246, +14 182-909-5880, +14 184-377-770"
imatu,,"south africa, za, gauteng, orange free state, bloemfontein, pretoria, johannesburg, 0081, 9301",
imco tool and die,other engineering services | machinery parts manufacturer,"canada, ca, ontario, orleans, k4a 3m3","+16 138-222-6800, +16 135-908-024"
imed radiology network,clinics - surgeons & physicians | dentists & dental clinics | radiology clinic,"australia, au, queensland, new south wales, sydney, redbank plains, 4301",+61 734-540-200
immaculate heart of mary school,churches & religious organizations | religious schools,"united states, us, maryland, towson, 21286",+14 106-688-466
immaculate impression cleaning services,window cleaning service | housekeeping services,"canada, ca, alberta, onoway, ",+17 802-387-1560
immanuel lutheran church and school,churches & religious organizations,"united states, us, wisconsin, connecticut, wisconsin, connecticut, missouri, wisconsin rapids, saint charles, bristol, marshfield, 54494, 06010, 54449","+17 153-845-121, +16 369-462-656, +18 605-835-6310, +17 154-230-272"
immanuel lutheran church school and child care,churches & religious organizations,"united states, us, wisconsin, brookfield, 53005",+12 627-817-1400
immanuel lutheran school,churches & religious organizations | religious schools,"united states, us, indiana, ohio, seymour, hamilton, 47274, 45013","+15 138-959-2120, +18 125-221-301, +16 369-460-051"
immersion,business consulting | public relations agencies | digital & marketing agencies,"canada, ca, quebec, boisbriand, montreal, ",+14 383-869-9490
immersive cinema rooms,,"united kingdom, gb, england, robertsbridge, tn32 5jw",+44 142-487-07630
immeubles dsm,property management,"canada, ca, quebec, gatineau, ",+18 197-700-060
immeubles must urbain,property management | real estate developers,"canada, ca, quebec, sherbrooke, j1h 4x7","+18 197-914-3380, +18 193-420-031"
immigrant services calgary,auto services | social services & ngos,"canada, ca, alberta, calgary, t2p 3n8",+14 032-651-1200
immigrant women in business,security guards & patrol services | business associations,"canada, ca, ontario, toronto, m5l 1e2",+14 168-240-015
immigration terminal,immigration attorneys | general practice attorneys,"canada, ca, ontario, mississauga, l4t 1g3",+19 056-714-4420
immigremploi,,"canada, ca, quebec, quebec, g1k 3h3",+14 186-945-277
immobilienverwaltung burgard,property management | real estate - agents & managers,"germany, de, rheinland-pfalz, herxheim bei landau/pfalz, herxheim, 76863",+49 727-640-298900
immune biosolutions,regenerative clinics | pharmaceutical products,"canada, ca, quebec, sherbrooke, j1e 0m8",+18 553-463-4490
